"ai_id","turnout"
"7d93fddd4aa80078c4d850883296cf80",1
"28f6de33198c7a088f0ee2254041770f",1
"e2be1187327314e3bbf8557c2cac7bdc",1
"91f4e598c94e3849587732062efe338e",0
"68ee6d0efa447aabacb2791451c33002",1
"b2c8fe9e58c2a715dab81244a7dd1734",0
"9950c93e9a34573ac99ad4f474131561",0
"8370c9dd1d3ffeb37e621bfa3b422ddb",0
"e29d1027fd7e0c48a30d9b9cce5c70c9",1
"f327d7373280d52e9e7382a7894ceca2",1
"79c8b697211e9a876498489d7c4f33cc",1
"ee909d9cfb146f66281403a832f90269",0
"0d45ba628c5c096f0808eb67bb0c73b9",0
"00378b1821e5b640d31677feb2318e52",1
"e1856760720f2eb383fc529de3969654",1
"5460ddc4552946d487b52981e78ad269",0
"cd43288ca026c7e6e3dd35bf9f76e1ed",0
"d5c73b0aeb2abc46a5d81f36cdcc9e81",1
"755126921e1d810b0168beeb18012b42",1
"91c6dd81ea2d25d927d0ae1d7240280f",1
"e82a2012386bd56dffca6e0deb78166e",0
"43e42b3a863747f798c98e9ae306d617",1
"fc10627c97cbbe707f88f0f11d95f10f",0
"b196a11f278beda93c5ae0c5a631f033",1
"18e66519e8562393c0cc5b1a547214a7",1
"99c84574c4e959d2ee7a746074dac30e",1
"b1677c1a2154ff7bf35d27410d0e0ec6",1
"a1364ac9eb5ed08ebf502fcac971f61b",1
"4233bc8b1d1dd613c014585bd41ed4b9",1
"e7641500db6df92527974a535be5d755",0
"05c50f36eb36fdfcb78319bb6b3e3212",1
"2a84fba329ad2ef588b4706059fe88ec",0
"e916ded325c60b853dc63aa20851b0df",1
"a3d81a6782f7e79cd465f2818dfdb346",0
"00cecd15ef62e2c3b700a37765fb35db",0
"a19fe41739a693d474b3f18622afd0a6",1
"b7a3eb75ecc19d135d9d06c5c50bd375",1
"ec159d2281dd8f4b4a63fcc4ba6c4bd5",0
"0e36fd483de75ed51d04558e8fdc2170",1
"255b639715caa9328cd40a5ba5d32380",1
"9f2b9db3849a4336ffff1fcb88776b9e",1
"e8108493910bc38698842d70fb3ce53b",0
"ec54aa5679231eaac21e725050c8f102",0
"a99a5702110a5a2d13a30c1ce17b91dc",1
"ca738701ad2342b5263795a521968163",1
"e2ac7ac3451a65c1ade7ef018048ce26",1
"0c05adf4e461c4fe6e8a4f791f84984a",1
"ab9c074ce4896d4da302aebc9c630705",1
"5fc78f00bef2b840388a8ae72f0ccd36",1
"d9cd3a68731d19d111fc4fc24dfd66bf",1
"949235290958949045b95a5200af2605",1
"e525bca164bfb6e4a6d99df264b25932",0
"f1e1fb04dce9b7bed0878b038aa8e653",1
"8b0a8171f94e7e0941a3ec85324819af",1
"c87a2561bdd7fd7e2d6d3e149b912de8",1
"05d09e9781208e6d200c3521cc9fcf21",0
"a26a45101005fad4bcbd0e82dda66539",1
"9cad12260c34e7e6be8a3467a6dc5e6a",1
"25e0393fd9fe774768f51490ff63b900",0
"284b122e36a15295853dea52ee56d8c1",1
"9ec005b04eca4359e9b7b46eb09d44dc",0
"5ac1423562dc8afdd15ee1bd5c7d3d97",1
"0d07b031d89d36e58c8db68ac9589ad9",1
"a52efe82f05fd45a711389db6b4aa23e",1
"2a4a5b5cb0cbf9ba0be6b698747a2bd8",1
"eb068f33a78a4ed8a85c29b5d57a5627",0
"167e4e829b384e4d9a62962b385e1f7e",1
"f6fe492b0bd6e2c19cf9c8003d9d3aff",1
"c64c80fa7835be8e1d7a7305fa75edc3",0
"1e75301fac819edcd49ed5b55fe2d0f2",1
"cdd7e11f53ec0f2b1b958d063ea6c5be",0
"64bce2006037814da32258d8ed563746",1
"c2954f727c7fb0a384077fc8adc4019d",1
"6c6f068529a585a2c04259a72db92b1f",0
"d42703d5cd4f75bc0891e5453706f6d1",1
"6bf67a93166894afc7322232af7fef2f",1
"de24cbe30f2852043795c8a9390eaaf1",1
"9d2d6dc865e2c2c185b20de40c908000",1
"835c3666024f05f9abe92a2047df84cc",1
"bcd45b693bb2cdbf53c66a87cdc69751",0
"aab3e2c9af2e24c8b79ff998a2bda42e",1
"90396c0ee73aa765d3f9a6f2ce472860",1
"c47c45b9787229751041777a56ecb26d",1
"1d4607b6e1af06b231825b1171b7abc0",1
"d8339cd9efe463e31e287029d73821dd",0
"79d3489207ea77270a7df0a336784420",1
"b4e949dad82610755a07358713165712",0
"7fb7188f65eff70e7734bcd657304277",1
"119e6c72257a29ab40b83c506c3bc76c",1
"6c60ce7dd184ca18091c1643f5cb1d3d",0
"af8ea979ab7ff6ee8e2b48841763008b",0
"75ad80798b4e905c2011b2e9050d059e",0
"b918ee7d8ea5f2ae59ee0d90dbc71ac2",1
"60271c9899827a2f6e255e14ad97d6e0",0
"c3e23d844f65601ca0a7dfb5479b9e36",1
"1c181c8054e749e9b64c2a99f15e3a79",1
"86eb95f51f7c225745326384df4dfe7f",1
"c6ef019bd4644a4d53a0ecf4237e74da",1
"8237ac3ac53169eceb74e6001fc43038",1
"2b16f5d320c4688ab505564a3c67a066",1
"7a60b693d0898a73365ca46ad7663c0f",0
"9965d24c00ad08b3dab24abf467e8ef3",1
"4575157d26214bb0337de86362a5b65a",0
"037361ab6b715faadf1115c31e7fc61b",0
"8385b167ce0bebebcf71c354740db536",0
"581ab1caaebe310dbe966af93303d0c9",1
"0eea1638069c1294e52b17e361e62a35",1
"27519b4a99420563a33974d3bda21a38",1
"58350c8b9382e0de71ecc9e02443de67",1
"4f03bd7dc84fcf7faf7ac548929d925c",0
"65cfb0946c860651169483e32b2b2abe",1
"b5fbcc0ded1e6fc76250e5833b9bca01",1
"21b1ae069f6f1a4654cf54bf73f48b68",0
"7a215b52d4ded1fc70842aba0ccdb34a",1
"b31c6cfc2ff77bebd3d5bc5b336ae8f2",1
"9142fe46f3cf8fcf3a2451cbd54f373d",1
"281b92d5ba7ef50c1e1d25f09563a783",1
"e2ddce497c6f07dfb6441ea16a75eef4",1
"debc0db9c7aab2bab01bd670e4930ce4",1
"5003be8d6acb255c5c8ad9887d601dc5",1
"2ec0729de3ddb8288d6b5a854c7839e6",0
"4ac8af4419e4df7b5fa1ae68ca65db6a",1
"34f3e9b61fadc785a82cff7ca4ae3ea5",1
"9a98f322411dd11bdbcf5a6504a29be8",1
"c9105dc4f0648fff4e0de7df57c2e4c7",0
"79689b62ff39d8e38f1d0df097c1da06",1
"7f27b8378462b4ba993ef00d5430dfff",1
"ca4c21f15f0df2e545f554269470e656",0
"1444eb7634ff56c0bef54444417e2e92",1
"7ef80caae0606b222ae5c11116c7bc0f",1
"74bf8bc72edd58c8ca4a823276ae1956",1
"c3ecd8cc9754cd4bed39bb85d054be9d",1
"a7b2d13c70938e1f9ed27be32ead1001",1
"1fafd0ccbe92c1f038b8ddab53be61cc",1
"578a2e54cd69f61d10a93e9a2b099246",1
"6c38e1b99b5112702a849c1ba1dd4be3",0
"8e3043dbf5ffea9ebb3c9afd1b85d1b4",1
"81eb44fc924e8ce7ab8cba846daf5cb4",0
"cd021c1ba08169f94dc305204c180c3a",0
"db49abb3e252cd156e675e024b56139f",1
"15df4cab413e967ec7f2b57e5a3269bc",0
"4e0289ad68b8b2f1e3b03af3ae72b00e",1
"1f99d7c12f45b3cce4dd1ceed29bd28d",1
"ad40f55cfaf080e9c447374a72db4be0",0
"0eb815d2b5f22e28a28897da949a176a",1
"f7b9fce01347e0a9135cad43bdd3b5c6",1
"e92b7de86d401f3a8aa4cb1939a85ad5",0
"6f39c2084f7515eaa917762fbf1f5554",1
"be8cedce1ec1d1d8a36bbb341865fb35",1
"c5e91934085e7e4e65a2afc17d5ad471",1
"b46dad31b4db4b77afa38782b08bbfa6",0
"ba76ea28f71195dae8aada580d98c8ca",1
"348bb731f870ff36f30747fdfaf72dc2",1
"69d4fe98b9bad3a21eee872b0d9a12bf",1
"5dba35b7a25aa4110b5265199427ed0d",1
"3011729a821ee02a4882fb0ab4537ab1",1
"15b2ae2da95a5b09ba387f9bb3603d12",0
"3d1b16f95c7840a6bfc3a795279d654e",1
"4e714d2be6bab1c9c0b71ed200f628f0",0
"747e94f7dd8fe568b6b2f2d3dab3f5e8",0
"6d753fbd00965ee2f5936dfdb6cbf9f8",1
"c9185d25259517d76387ef5f47cdd172",0
"005bf739fd7e8f47f53817ea3eea9fc3",1
"313261fb97d66142fd55c37ffd780abd",1
"f01122ce345d4332d64594066e536c84",1
"9dad068862e45c0afed0b2563d38a348",
"d6e52dfdc614d8ab4b64b968fe1694b9",0
"343aa5f46c74cdce54bb8fd7a49b3ced",1
"02a7b2ba3f53993959494981aa69cbe4",1
"8011a3c53c7b3bc5231b1f77e5cce204",1
"ca3362b776bbce767d0d339143d7e6db",1
"10283de05404b541e9a75692fb58631e",1
"bafceae5f9b2506df52c20a096348cec",0
"600180daa8f8fcc8da82d907abf9d001",1
"f860ed04222429a78e9e6ac61615e4aa",0
"485e43368b7afc070c82724d82d3e269",0
"4c70c2d6a7b2b424c9876793700549f1",1
"7d8cf46a92032a7f568fbd33a35d0188",1
"f4e854c7ea5c3612fb91db1dc3b40b11",0
"4c41678f78b4d5c180defb7f0cea72f9",1
"10ea6edb32a14202344f559bcb498918",1
"a4f6a8ca7b6df294f7946635decf0be7",1
"1de21533268cc24bc4248bd08899d0de",1
"ce196afe4dd9fbd90d89f2ed98b0fe8f",1
"81e888ec7d6796fca14110639ca18dba",1
"597baeee4d2f38ddfa3d4b8b64e7f306",0
"ac83cdd85f5e7f3f6e43b1bc915a7f5a",1
"efaeef10490d07e1fe9a7342693b4b6a",1
"1ebb5a2e8d864df9bb8e3f49310e27cd",0
"5ddefd8a5f8ca983759fa4b01bde9854",1
"84f9d73e1af07976ed88a240fb554fcc",0
"a348eac0f664bdbb8f73fa95f5874ded",0
"548a1bbc7ccb9ede62222ab2836c34b7",1
"0aaecaf111fedd396405cc3e162cf12b",0
"e02be2c69f0f299c15c842eff3889281",1
"4bc8951f21d7c0c5ba32b6b5ebea9703",0
"eb0f43ce5c16e65228ecb76ce05f4f52",1
"ca2fd897bcb8247c0b35376bd71f8980",1
"dd44d49873836a964485e48c79fefd05",1
"b94c7ba3d48e081059b2d39efd4b9c5c",1
"24ada43d3733fcdebdf1f6ffa80abd8d",0
"442e9e78fe81385d51e44de7193eaa48",1
"5fde203606a1a44df5660b1ede0a1dac",0
"6a22999ee9e8dbd26ba788eb853e872a",0
"4e87f74a83eaba197ed7a6144ca62acf",0
"3a0744482fddb3c6688a773d9549c540",
"900d1f751839478e380409939da4c967",1
"7eebeb127d1b3e94dcb09460eca539ec",1
"c964e30eb6edb6068f6b9fafcd484c64",0
"6f3dade48733df3c4980349f9aa732ed",1
"b72e66f031e37a7644e13f92c776c479",1
"6d01aae5208498c301c91790d6ff64c9",1
"c365e33aa1522137a2b36c2723cb0e7f",0
"7f16a8c6c18c72b590b3e724cb1ec67f",0
"adf3c7fe199f07e8b8c810f68cece2b9",0
"7660286745567a9b6efe2e5ea102db0f",1
"84ea158664396209cc61170804776f19",0
"b6e1a941d43b6c42fd3c7408a692d965",1
"c9081c1b045336e08c9d63581f12c05f",0
"edee107e0a5e9202e6d0e4e8497ece1d",0
"4f922936f16e7551f32d788171836a69",1
"294f510187bb5b5c49afd82a347b4e16",1
"c704db9e3a54d90d29f649cf7871d360",0
"3930f48b82f9b9910407c4eb6e0b40e5",0
"235f1ca3919f6ca298eb89b14fcad3a5",0
"89e97f9522980dc39acb6fb44114237c",0
"327ae2636b3ae79b3172af9332b85536",0
"4ffb92c6b8853f7069a1ed774cb9ce72",1
"38c579da6354b43bcbc17704261d96ea",1
"9f14b4a6bf6904b5e479bfcf449f120d",1
"9119a9d51a08f29ae2e1b39e238cc0bf",0
"a974226cd09ac6ae5076ac3d960b6b91",1
"aece6eb4a1c6966ce71639b1943e859d",1
"437421fba69cab930ed0cbfa116c245a",1
"23a64992767c12ab2ebdf72e81a49b5e",0
"6014af262a753fc229dbf69f7edd0730",0
"0e58332b678464f7043650446ef19699",1
"66495b75a1db1a875a2013f1dc27706e",0
"12a7ad2d267e3cd0bcaf876e1f99a3eb",0
"583d36f5ab0d5b8bbf52caafe5885756",1
"5eb65739746a9c5197b75d389697fb18",0
"598a1020e043848ed019357ce34fb68c",1
"0b64245cfd88430e5329a2c503d3a579",1
"44481509196d833510aa514e4db43659",1
"7fbf5f2727ef7302ca73de4a88b2ca93",0
"ba74e72a91c51c6cb78e4dc9fcbb52bf",1
"787bed916ba89cd272fd75fb4a5804b7",1
"56e1800656d2456e4ed2446e96f60cc7",1
"204ce7900ca4d62e8d01dc82c0232cc7",1
"6fb8eafba53cc126da9d870ad1f0dc70",1
"416e4bbaf0e888b8cf84ff30a411476c",0
"be4aafb5b5268691b545b8106ab7aa54",0
"168b127485f2a137ae8e860e2a2f7623",0
"f4322bda389414d08d2fa9b61c67a974",0
"65728568560638ac17ba79942a96871e",1
"17a8badef63f1e702f1fdb968d2ff7a8",0
"0d3eb014a693c46c925545d3974cdb8e",1
"110cb6e123ff476336b96468dac255bb",0
"f32bde5d5a82e0b2d825531a383da96e",0
"c99b6f20314a6e1c0b224630bac06633",1
"f5ca877b2bb61c0cddccc138ef35656e",1
"e960fea56ca5976c4cd0b29511d678fa",1
"6a23b6b7046d3d9b53e82951cfc8059f",1
"48b78ac82bcd8e0af684632c1b54e136",1
"a54a030db3819ee63c6c278417fde946",0
"b99ee6504f936521020c208b9354c353",0
"8344245d361601c866d6a5b5dfd1f7a5",1
"0d2d77cae70a59ed6c28aace720b0b37",1
"6b5615b8320d4a1f5eebec06d75e211e",0
"d0d1f93062d3d98965a7e9bf4aa7fcd1",0
"0cb2aea0b7d592914157c68835e352eb",0
"176f102343cf50d1dd6ed800e88a5744",0
"7502c67e3997df5b8ecf62426ad03766",1
"fda5baf5e927ec6be75027a61c76d47f",0
"d39d393f042b9ceaf54d4107a582a195",1
"11ea265aabef6bb37ac5d117b7ac24da",1
"e9027613e162c5314b36558cf4377c96",0
"d5245c175d847980d9eec860c3662e60",0
"a06d09bc494da13192cbd44d4460f9de",1
"3ef79568f39447401796c46cbccae91c",1
"426797a8c83bc25ac9e6cbdfa0f79fd0",1
"38465d6d9d81780f0d9fdf49dcb22af2",1
"9ec308d05da0d7e8f9ac4debe46a5551",1
"b82e96c2d2359d09c0cc114ed2c0069e",1
"408248964c67824c0a3dc6ba749087b7",1
"2890f2f5121b2fbaf6ca5ac14e468aeb",1
"10479895d021053f89fccffb6b3db01f",1
"01369ee0a876bd0f4cef58a0e27dbd47",0
"266c9b5180a4bbc15ba47904839b7236",0
"35c369f461e29ad5ec7d450677832e0b",0
"c4f6a914c278825dc271db52d7444f5c",0
"4c2bf8348dca7c49359f250a204fa8f1",1
"5699ed3c0ecc3bc42225ac52effa1596",1
"4d5ebd99f698f639ccc147d8cd5d863c",1
"3b26e46ca450b8eb874cc81f9fe1a080",1
"3db54590b5806174bbc07ac164626fef",1
"b7e990418f57ca594e4cb3e330ab8b47",0
"00b571cfc5aa75e07cce108fb75b9665",1
"9c137a4af6b3660d37cb6e2a5f60c986",1
"9d8549b9b9d94c83c3bb5fbe5a7543f5",1
"bfb0ffc84d2d23eeef9bf662beefb69c",1
"3217651b62e042772ca2699582a8af16",0
"3a3a1b09bd6736d62656a34d24843c6e",0
"ad0f51d811f6911b0e4ba4a4ae7404e5",1
"668d7523dff5519ee9603384ca424be4",1
"01c5d73ab9b42abf3ec60056b4319540",1
"77ce9b6587364c9c6e80da9a2935706e",0
"43adc53ab9bb405ec7588276a22ce35d",1
"105a08d52dcb6b6afeca0bf79a550f6a",1
"5469829f3723d80d68499f73b300b290",1
"4e304590caf3b772cf3cd15319674283",0
"8c954cffc1ebd6e43d91da9743113861",0
"8ae0bf14f151352c762d21484f08adaa",0
"9235eb2dc4e4b0cbbb236b6cbc9dec57",1
"233c74c91385920bb616c5fbf900da15",0
"53783ac5d1ae4d0768aaa9a122758945",0
"76084d7dc05a39f1b89edc8935974d0d",0
"99d07cec52d601aca9a138b61dc09d83",0
"f24db3034a13d199f5af4ede8e664fa6",0
"1236373ee820d0bd6cbbe24ad2d426e9",1
"2db98832a27a795da04e9edae3f6304e",1
"63a1d125d0440b2a2ddca1f34b9a3e82",1
"07ed36163736c0be1b2cd9ba7974948e",1
"2a8a6a71e6a3924f3e1a6cac95c0fd31",0
"4679886ba632dfd25af6daded877dfb3",0
"32d8eb88d921bb8084783eeed1b3d15c",
"4e4d68cd4e6a8461acc05a4fb75675b6",1
"b8537f5032427aeb781885cfa87cad93",1
"dbd7853e5bbea46f96e890aac61176c2",1
"16cbd8bbb8a83a6bcd91f6a55f48e8a2",1
"b5860668e33504f91fd7b154d8a0ec9e",1
"51d8897575e9ec9f6e5842e2e4c3625d",0
"39bac95f5901373505afcf26d434e051",0
"67a555e0f6415a35e2ca49018578da6f",1
"c54e5eb0f0b17df157fc2be7cf11419c",0
"625504615e1cb04c7f751bc1df1ca8a7",0
"b1fe109eb4a143c8f1e1798bf7c8282f",1
"023a3d654e599572376010f59ef88f46",1
"9c503bdf3056476a195141f0f3f5f2bd",0
"3917281ff82dd9986db31b316017982f",1
"209488952e7aa0cef5e37c851c23c199",1
"80d0043470c2049f3598132a196841df",1
"364c451bdc14b697490a57bd635859fd",1
"b6f2915defb8b3ff0ee1d41b12fdd607",1
"c9c888664ea3df7ff2ca29a1b2385a96",1
"c4098e4ae7c1854674c07690461e1612",1
"33318e0350d7742c7e6d610f7a678247",0
"a201b9bc30e45b6179dc9b8cee30493e",0
"f4713d67d51207cd92e1211b9980b380",1
"a1f7cbfacdeefed44073d9fb4af37b58",0
"60b7dd09f7ea779a2cfd82e3d1669edb",0
"7fc04e8dc960faf42eb2dd1522605b12",1
"5c9be3e4bd35d5457483bdbb2835a965",1
"889d7ccedf3ce8431f621aef5cf83400",0
"e5edba09bfa448d813dd8b1f54780d83",1
